SECCION,CASILLA,LOCALIDAD,DOMICILIO
3230,B1,NUEVO AMANECER,"ESCUELA PRIMARIA FEDERAL NUEVO AMANECER, DEL RENACIMIENTO, SIN NÚMERO, NUEVO AMANECER, 37099, LEóN, GUANAJUATO., ENTRE ANDADOR PUESTA ARRIBA Y CALLE DE LA POSTURA"
3230,C1,NUEVO AMANECER,"ESCUELA PRIMARIA FEDERAL NUEVO AMANECER, DEL RENACIMIENTO, SIN NÚMERO, NUEVO AMANECER, 37099, LEóN, GUANAJUATO., ENTRE ANDADOR PUESTA ARRIBA Y CALLE DE LA POSTURA"
3230,C2,NUEVO AMANECER,"ESCUELA PRIMARIA FEDERAL NUEVO AMANECER, DEL RENACIMIENTO, SIN NÚMERO, NUEVO AMANECER, 37099, LEóN, GUANAJUATO., ENTRE ANDADOR PUESTA ARRIBA Y CALLE DE LA POSTURA"
3230,C3,NUEVO AMANECER,"ESCUELA PRIMARIA FEDERAL NUEVO AMANECER, DEL RENACIMIENTO, SIN NÚMERO, NUEVO AMANECER, 37099, LEóN, GUANAJUATO., ENTRE ANDADOR PUESTA ARRIBA Y CALLE DE LA POSTURA"
3270,B1,LADRILLERAS DEL REFUGIO,"ESCUELA PRIMARIA JOSEFA ORTóZ DE DOMóNGUEZ, PRINCIPAL, 126, LADRILLERAS DEL REFUGIO, 37680, LEóN, GUANAJUATO., ENTRE CALLE HORNO Y CALLE TABIQUE"
3270,C1,LADRILLERAS DEL REFUGIO,"ESCUELA PRIMARIA JOSEFA ORTóZ DE DOMóNGUEZ, PRINCIPAL, 126, LADRILLERAS DEL REFUGIO, 37680, LEóN, GUANAJUATO., ENTRE CALLE HORNO Y CALLE TABIQUE"
3270,C2,LADRILLERAS DEL REFUGIO,"ESCUELA PRIMARIA JOSEFA ORTóZ DE DOMóNGUEZ, PRINCIPAL, 126, LADRILLERAS DEL REFUGIO, 37680, LEóN, GUANAJUATO., ENTRE CALLE HORNO Y CALLE TABIQUE"
3271,B1,LOZA DE LOS PADRES,"DOMICILIO PARTICULAR, CALLE PRINCIPAL, 411, LOCALIDAD LOZA DE LOS PADRES, 37680, LEóN, GUANAJUATO., ENTRE PRIVADA IGNACIO ZARAGOZA Y CALLE MIGUEL HIDALGO"
3271,C1,LOZA DE LOS PADRES,"DOMICILIO PARTICULAR, CALLE PRINCIPAL, 411, LOCALIDAD LOZA DE LOS PADRES, 37680, LEóN, GUANAJUATO., ENTRE PRIVADA IGNACIO ZARAGOZA Y CALLE MIGUEL HIDALGO"
3271,C2,LOZA DE LOS PADRES,"DOMICILIO PARTICULAR, CALLE PRINCIPAL, 411, LOCALIDAD LOZA DE LOS PADRES, 37680, LEóN, GUANAJUATO., ENTRE PRIVADA IGNACIO ZARAGOZA Y CALLE MIGUEL HIDALGO"
567,B1,CD. MANUEL DOBLADO,"JARDóN DE NIñOS JEAN PIAGET, CALLE 5 DE FEBRERO, SIN NÚMERO, COLONIA µLVARO OBREGON, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., ENTRE CALLE 5 DE MAYO Y CALLE µLVARO OBREGON"
567,C1,CD. MANUEL DOBLADO,"JARDóN DE NIñOS JEAN PIAGET, CALLE 5 DE FEBRERO, SIN NÚMERO, COLONIA µLVARO OBREGON, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., ENTRE CALLE 5 DE MAYO Y CALLE µLVARO OBREGON"
567,C2,CD. MANUEL DOBLADO,"JARDóN DE NIñOS JEAN PIAGET, CALLE 5 DE FEBRERO, SIN NÚMERO, COLONIA µLVARO OBREGON, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., ENTRE CALLE 5 DE MAYO Y CALLE µLVARO OBREGON"
568,B1,CD. MANUEL DOBLADO,"ESCUELA SECUNDARIA GENERAL NIñOS HEROES DE CHAPULTEPEC, KILóMETRO 1, CARRETERA A SAN FRANCISCO DEL RINCóN, SIN NÚMERO, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., A PIE DE CARRETERA"
568,C1,CD. MANUEL DOBLADO,"ESCUELA SECUNDARIA GENERAL NIñOS HEROES DE CHAPULTEPEC, KILóMETRO 1, CARRETERA A SAN FRANCISCO DEL RINCóN, SIN NÚMERO, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., A PIE DE CARRETERA"
569,B1,CD. MANUEL DOBLADO,"COMEDOR, CALLE BENITO JUµREZ, NÚMERO 133, ZONA CENTRO, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., ENTRE CALLE IGNACIO COMONFORT Y JOS MARóA MORELOS"
569,C1,CD. MANUEL DOBLADO,"COMEDOR, CALLE BENITO JUµREZ, NÚMERO 133, ZONA CENTRO, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., ENTRE CALLE IGNACIO COMONFORT Y JOS MARóA MORELOS"
570,B1,CD. MANUEL DOBLADO,"DESARROLLO INTEGRAL DE LA FAMILIA (DIF), CALLE BENITO JUAREZ, NÚMERO 62, ZONA CENTRO, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., ENTRE CALLE RAYO Y CALLE PEDRO MORENO"
570,C1,CD. MANUEL DOBLADO,"DESARROLLO INTEGRAL DE LA FAMILIA (DIF), CALLE BENITO JUAREZ, NÚMERO 62, ZONA CENTRO, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., ENTRE CALLE RAYO Y CALLE PEDRO MORENO"
571,B1,CD. MANUEL DOBLADO,"CASA DE LA CULTURA, CALLE GENERAL ALVARO OBREGON, NÚMERO 102, ZONA CENTRO, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., ENTRE CALLE JOS ANTONIO TORRES Y CALLE PORTUGAL"
571,C1,CD. MANUEL DOBLADO,"CASA DE LA CULTURA, CALLE GENERAL ALVARO OBREGON, NÚMERO 102, ZONA CENTRO, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., ENTRE CALLE JOS ANTONIO TORRES Y CALLE PORTUGAL"
571,C2,CD. MANUEL DOBLADO,"CASA DE LA CULTURA, CALLE GENERAL ALVARO OBREGON, NÚMERO 102, ZONA CENTRO, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., ENTRE CALLE JOS ANTONIO TORRES Y CALLE PORTUGAL"
572,B1,CD. MANUEL DOBLADO,"JARDóN DE NIñOS JORGE FEDERICO HAENDEL, CALLE AYUNTAMIENTO, SIN NÚMERO, COLONIA EL CERRITO, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., ENTRE CALLE GONZALEZ BOCANEGRA Y CALLE JOSEFA ORTIZ DE DOMINGUEZ"
572,C1,CD. MANUEL DOBLADO,"JARDóN DE NIñOS JORGE FEDERICO HAENDEL, CALLE AYUNTAMIENTO, SIN NÚMERO, COLONIA EL CERRITO, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., ENTRE CALLE GONZALEZ BOCANEGRA Y CALLE JOSEFA ORTIZ DE DOMINGUEZ"
573,B1,CD. MANUEL DOBLADO,"PORTALES, CALLE MIGUEL HIDALGO, NÚMERO 7, ZONA CENTRO, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., ENTRE CALLE HERMENEGILDO GALEANA Y CALLE CORONA"
574,B1,CD. MANUEL DOBLADO,"MERCADO BENITO JUAREZ, CALLE GENERAL JOS MARóA ARTEAGA, ESQUINA GENERAL VICENTE GUERRERO, SIN NÚMERO, ZONA CENTRO, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., ENTRE CALLE GENERAL IGNACIO LóPEZ RAYóN Y CALLE GENERAL VICENTE GUERRERO."
574,C1,CD. MANUEL DOBLADO,"MERCADO BENITO JUAREZ, CALLE GENERAL JOS MARóA ARTEAGA, ESQUINA GENERAL VICENTE GUERRERO, SIN NÚMERO, ZONA CENTRO, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., ENTRE CALLE GENERAL IGNACIO LóPEZ RAYóN Y CALLE GENERAL VICENTE GUERRERO."
575,B1,CD. MANUEL DOBLADO,"ESCUELA SECUNDARIA JOS ANTONIO TORRES, CARRETERA LEóN A CUERµMARO, SIN NÚMERO, COLONIA LA CAYETANA, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., FRENTE A LA GASOLINERA"
575,C1,CD. MANUEL DOBLADO,"ESCUELA SECUNDARIA JOS ANTONIO TORRES, CARRETERA LEóN A CUERµMARO, SIN NÚMERO, COLONIA LA CAYETANA, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., FRENTE A LA GASOLINERA"
575,C2,CD. MANUEL DOBLADO,"ESCUELA SECUNDARIA JOS ANTONIO TORRES, CARRETERA LEóN A CUERµMARO, SIN NÚMERO, COLONIA LA CAYETANA, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., FRENTE A LA GASOLINERA"
575,C3,CD. MANUEL DOBLADO,"ESCUELA SECUNDARIA JOS ANTONIO TORRES, CARRETERA LEóN A CUERµMARO, SIN NÚMERO, COLONIA LA CAYETANA, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., FRENTE A LA GASOLINERA"
576,B1,CD. MANUEL DOBLADO,"COCHERA, SIERRA DE GUANAJUATO, SIN NÚMERO, COLONIA MIGUEL HIDALGO, PRIMERA SECCIóN, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., ENFRENTE DEL JARDóN DE NIñOS RUBN M. CAMPOS."
576,C1,CD. MANUEL DOBLADO,"COCHERA, SIERRA DE GUANAJUATO, SIN NÚMERO, COLONIA MIGUEL HIDALGO, PRIMERA SECCIóN, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., ENFRENTE DEL JARDóN DE NIñOS RUBN M. CAMPOS."
577,B1,PIEDRAS NEGRAS,"ESCUELA PRIMARIA EMILIANO ZAPATA, CALLE SIN NOMBRE, SIN NÚMERO, PIEDRAS NEGRAS, 36480, CIUDAD MANUEL DOBLADO, GUANAJUATO., A 500 METROS DE LA TELESECUNDARIA 560"
578,B1,SANTA MARIA DE BOLAñOS,"ESCUELA PRIMARIA AQUILES SERDµN, CALLE SIN NOMBRE, SIN NÚMERO, SANTA MARóA DE BOLAñOS, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., A UN COSTADO DE LA CARRETERA"
578,C1,SANTA MARIA DE BOLAñOS,"ESCUELA PRIMARIA AQUILES SERDµN, CALLE SIN NOMBRE, SIN NÚMERO, SANTA MARóA DE BOLAñOS, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., A UN COSTADO DE LA CARRETERA"
579,B1,EL TECUAN,"ESCUELA TELESECUNDARIA 635, CALLE DOMICILIO CONOCIDO, SIN NÚMERO, EL TECUµN, 36483, CIUDAD MANUEL DOBLADO, GUANAJUATO., ENFRENTE DEL CAMPO DE FéTBOL"
579,C1,EL TECUAN,"ESCUELA TELESECUNDARIA 635, CALLE DOMICILIO CONOCIDO, SIN NÚMERO, EL TECUµN, 36483, CIUDAD MANUEL DOBLADO, GUANAJUATO., ENFRENTE DEL CAMPO DE FéTBOL"
580,B1,OJO DE AGUA DEL LAUREL,"ESCUELA PRIMARIA MARIANO MATAMOROS, DOMICILIO CONOCIDO, SIN NÚMERO, OJO DE AGUA DEL LAUREL, 36482, CIUDAD MANUEL DOBLADO, GUANAJUATO., A UN COSTADO DE LA IGLESIA"
581,B1,SAN MATIAS,"ESCUELA PRIMARIA FORTINO LóPEZ ROBLES, CALLE SIN NOMBRE, SIN NÚMERO, SAN MATóAS, 36471, CIUDAD MANUEL DOBLADO, GUANAJUATO., FRENTE A LA IGLESIA"
582,B1,FRIAS,"ESCUELA PRIMARIA JUVENTINO ROSAS, CALLE SIN NOMBRE, SIN NÚMERO, FRóAS, 36471, CIUDAD MANUEL DOBLADO, GUANAJUATO., FRENTE A LA IGLESIA"
582,C1,FRIAS,"ESCUELA PRIMARIA JUVENTINO ROSAS, CALLE SIN NOMBRE, SIN NÚMERO, FRóAS, 36471, CIUDAD MANUEL DOBLADO, GUANAJUATO., FRENTE A LA IGLESIA"
583,B1,PUERTA DE LLAVE,"ESCUELA PRIMARIA GABRIEL RAMOS MILLµN , CALLE ORIENTAL, SIN NÚMERO, PUERTA DE LLAVE, 36472, CIUDAD MANUEL DOBLADO, GUANAJUATO., A 100 METROS DE LA CARRETERA"
583,C1,PUERTA DE LLAVE,"ESCUELA PRIMARIA GABRIEL RAMOS MILLµN , CALLE ORIENTAL, SIN NÚMERO, PUERTA DE LLAVE, 36472, CIUDAD MANUEL DOBLADO, GUANAJUATO., A 100 METROS DE LA CARRETERA"
584,B1,HUIZACHE DE SERRANOS (EL HUIZACHE),"ESCUELA PRIMARIA CUAUHTEMOC, CALLE LAS PALMAS, SIN NÚMERO, HUIZACHE DE SERRANOS, EL HUIZACHE, 36480, CIUDAD MANUEL DOBLADO, GUANAJUATO., A LA ENTRADA DE LA LOCALIDAD"
585,B1,LA MORA,"JARDóN DE NIñOS NIñOS HROES, DOMICILIO CONOCIDO, SIN NÚMERO, LA MORA, 36480, CIUDAD MANUEL DOBLADO, GUANAJUATO., ENFRENTE DE LA ESCUELA PRIMARIA GENERAL MANUEL DOBLADO"
586,B1,SAN JOSE DE OTATES,"ANTIGUA ESCUELA RURAL FEDERAL, CALLE SIN NOMBRE, SIN NÚMERO, SAN JOS DE OTATES, 36480, CIUDAD MANUEL DOBLADO, GUANAJUATO., ENFRENTE DE LA IGLESIA"
586,C1,SAN JOSE DE OTATES,"ANTIGUA ESCUELA RURAL FEDERAL, CALLE SIN NOMBRE, SIN NÚMERO, SAN JOS DE OTATES, 36480, CIUDAD MANUEL DOBLADO, GUANAJUATO., ENFRENTE DE LA IGLESIA"
587,B1,CALZADA DE LA MERCED,"ESCUELA PRIMARIA 16 DE SEPTIEMBRE, CALLE SIN NOMBRE, SIN NÚMERO, CALZADA DE LA MERCED, 36481, CIUDAD MANUEL DOBLADO, GUANAJUATO., A 200 METROS DE LA PLAZA PRINCIPAL"
587,C1,CALZADA DE LA MERCED,"ESCUELA PRIMARIA 16 DE SEPTIEMBRE, CALLE SIN NOMBRE, SIN NÚMERO, CALZADA DE LA MERCED, 36481, CIUDAD MANUEL DOBLADO, GUANAJUATO., A 200 METROS DE LA PLAZA PRINCIPAL"
588,B1,TANCO,"ESCUELA PRIMARIA PROFESOR IGNACIO RAMIREZ, CALLE PIRUL, SIN NÚMERO, TANCO, 36471, CIUDAD MANUEL DOBLADO, GUANAJUATO., ESQUINA EUCALIPTO, FRENTE AL CAMPO DE FUTBOL."
589,B1,TULTITLAN,"ESCUELA PRIMARIA NIñOS HROES , CALLE SIN NOMBRE, SIN NÚMERO, TULTITLµN, 36943, CIUDAD MANUEL DOBLADO, GUANAJUATO., A UN COSTADO DE LA CARRETERA"
589,C1,TULTITLAN,"ESCUELA PRIMARIA NIñOS HROES , CALLE SIN NOMBRE, SIN NÚMERO, TULTITLµN, 36943, CIUDAD MANUEL DOBLADO, GUANAJUATO., A UN COSTADO DE LA CARRETERA"
590,B1,JAGUEY DE SERRANOS,"TELESECUNDARIA 764, CALLE PRINCIPAL, SIN NÚMERO, JAGEY DE SERRANOS, 36480, CIUDAD MANUEL DOBLADO, GUANAJUATO., CALLE PRINCIPAL, A 70 METROS DE LA ESCUELA PRIMARIA TEODORO BARAJAS"
591,B1,SAN PABLO,"ESCUELA PRIMARIA HERMENEGILDO GALEANA, CALLE HERMENEGILDO GALEANA, SIN NÚMERO, SAN PABLO, 36480, CIUDAD MANUEL DOBLADO, GUANAJUATO., A 100 METROS DEL CENTRO DE SALUD"
592,B1,SAN JOSE DEL PASO (LA CANOA),"ESCUELA PRIMARIA MAESTRO JUSTO SIERRA, CALLE CORONA, SIN NÚMERO, SAN JOS DEL PASO, LA CANOA, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., FRENTE AL TANQUE DE AGUA POTABLE"
593,B1,LA LADERA,"ESCUELA PRIMARIA REDENCIóN AGRARIA, CALLE SIN NOMBRE, SIN NÚMERO, LA LADERA, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., A UN COSTADO DEL JARDóN DE NIñOS JAIME TORRES BODET"
594,B1,MARAVILLAS,"ESCUELA PRIMARIA EL RAYO DEL SUR, CALLE SIN NOMBRE, SIN NÚMERO, MARAVILLAS, 36474, CIUDAD MANUEL DOBLADO, GUANAJUATO., FRENTE A LA ANTENA DE TELFONOS DE MEXICO"
594,C1,MARAVILLAS,"ESCUELA PRIMARIA EL RAYO DEL SUR, CALLE SIN NOMBRE, SIN NÚMERO, MARAVILLAS, 36474, CIUDAD MANUEL DOBLADO, GUANAJUATO., FRENTE A LA ANTENA DE TELFONOS DE MEXICO"
594,C2,MARAVILLAS,"ESCUELA PRIMARIA EL RAYO DEL SUR, CALLE SIN NOMBRE, SIN NÚMERO, MARAVILLAS, 36474, CIUDAD MANUEL DOBLADO, GUANAJUATO., FRENTE A LA ANTENA DE TELFONOS DE MEXICO"
595,B1,PIEDRA PARADA (LA MANGA),"ESCUELA PRIMARIA AMERICA, CALLE LµZARO CµRDENAS, SIN NÚMERO, PIEDRA PARADA, LA MANGA, 36480, CIUDAD MANUEL DOBLADO, GUANAJUATO., FRENTE A LA CALLE INDEPENDENCIA"
596,B1,SAN JUAN DE LA PUERTA,"ESCUELA PRIMARIA EMILIANO ZAPATA, CALLE BENITO JUµREZ GARCóA, SIN NÚMERO, SAN JUAN DE LA PUERTA, 36490, CIUDAD MANUEL DOBLADO, GUANAJUATO., CONTRA ESQUINA DEL CENTRO DE SALUD"
596,C1,SAN JUAN DE LA PUERTA,"ESCUELA PRIMARIA EMILIANO ZAPATA, CALLE BENITO JUµREZ GARCóA, SIN NÚMERO, SAN JUAN DE LA PUERTA, 36490, CIUDAD MANUEL DOBLADO, GUANAJUATO., CONTRA ESQUINA DEL CENTRO DE SALUD"
597,B1,CALZADA DEL TEPOZAN,"ESCUELA PRIMARIA JAIME TORRES BODET, CALLE EMILIANO ZAPATA, SIN NÚMERO, CALZADA DEL TEPOZµN, 36485, CIUDAD MANUEL DOBLADO, GUANAJUATO., ENTRE CALLE LµZARO CµRDENAS Y CALLE BENITO JUµREZ"
597,C1,CALZADA DEL TEPOZAN,"ESCUELA PRIMARIA JAIME TORRES BODET, CALLE EMILIANO ZAPATA, SIN NÚMERO, CALZADA DEL TEPOZµN, 36485, CIUDAD MANUEL DOBLADO, GUANAJUATO., ENTRE CALLE LµZARO CµRDENAS Y CALLE BENITO JUµREZ"
598,B1,EL VENADO,"JARDóN DE NIñOS EL VENADO, CALLE CENTRAL, SIN NÚMERO, EL VENADO, 36484, CIUDAD MANUEL DOBLADO, GUANAJUATO., A LA ENTRADA DE LA LOCALIDAD"
599,B1,CONCEPCION VIEJA,"ESCUELA PRIMARIA LµZARO CµRDENAS, CALLE SIN NOMBRE, SIN NÚMERO, CONCEPCIóN VIEJA, 36484, CIUDAD MANUEL DOBLADO, GUANAJUATO., A 200 METROS DEL EDIFICIO ANTIGUO"
600,B1,RANCHO VIEJO,"ESCUELA PRIMARIA LICENCIADO MANUEL DOBLADO, CALLE SIN NOMBRE, SIN NÚMERO, RANCHO VIEJO, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., A UN COSTADO DEL JARDIN DE NIñOS ELENA PONIATOWSKA"
601,B1,GUAYABO DE SANTA RITA,"ESCUELA PRIMARIA FERNANDO MONTES DE OCA, PRIVADA SIN NOMBRE, SIN NÚMERO, GUAYABO DE SANTA RITA, 36486, CIUDAD MANUEL DOBLADO, GUANAJUATO., A UN COSTADO DEL CAMPO DE FéTBOL."
601,C1,GUAYABO DE SANTA RITA,"ESCUELA PRIMARIA FERNANDO MONTES DE OCA, PRIVADA SIN NOMBRE, SIN NÚMERO, GUAYABO DE SANTA RITA, 36486, CIUDAD MANUEL DOBLADO, GUANAJUATO., A UN COSTADO DEL CAMPO DE FéTBOL."
602,B1,RANCHO NUEVO DE CERRITOS,"ESCUELA PRIMARIA MIGUEL HIDALGO Y COSTILLA, CALLE SIN NOMBRE, SIN NÚMERO, RANCHO NUEVO DE CERRITOS, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., A UN COSTADO DE LA CARRETERA"
603,B1,ADJUNTAS,"ESCUELA PRIMARIA µLVARO OBREGóN, CALLE SIN NOMBRE, SIN NÚMERO, LAS ADJUNTAS, 36487, CIUDAD MANUEL DOBLADO, GUANAJUATO., A 100 METROS DEL CANAL DE RIEGO"
603,C1,ADJUNTAS,"ESCUELA PRIMARIA µLVARO OBREGóN, CALLE SIN NOMBRE, SIN NÚMERO, LAS ADJUNTAS, 36487, CIUDAD MANUEL DOBLADO, GUANAJUATO., A 100 METROS DEL CANAL DE RIEGO"
604,B1,RANCHO NUEVO DE ATOTONILQUILLO,"ESCUELA PRIMARIA JOSEFA ORTIZ DE DOMINGUEZ., CALLE CLEMENTE AGUIRRE, SIN NÚMERO, RANCHO NUEVO DE ATOTONILQUILLO, 36475, CIUDAD MANUEL DOBLADO, GUANAJUATO., A UN COSTADO DE LA CARRETERA"
604,C1,RANCHO NUEVO DE ATOTONILQUILLO,"ESCUELA PRIMARIA JOSEFA ORTIZ DE DOMINGUEZ., CALLE CLEMENTE AGUIRRE, SIN NÚMERO, RANCHO NUEVO DE ATOTONILQUILLO, 36475, CIUDAD MANUEL DOBLADO, GUANAJUATO., A UN COSTADO DE LA CARRETERA"
606,B1,LA TORRECILLA,"ESCUELA PRIMARIA JOS MARóA PINO SUµREZ, CALLE FRANCISCO VILLA, SIN NÚMERO, LA TORRECILLA, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., FRENTE AL CAMPO DE FéTBOL"
606,C1,LA TORRECILLA,"ESCUELA PRIMARIA JOS MARóA PINO SUµREZ, CALLE FRANCISCO VILLA, SIN NÚMERO, LA TORRECILLA, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., FRENTE AL CAMPO DE FéTBOL"
607,B1,GUAYABO DE MUñOZ,"ESCUELA PRIMARIA NICOLAS BRAVO, CALLE SIN NOMBRE, SIN NÚMERO, GUAYABO DE MUñOZ, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., CAMINO A LOS OJOS DE AGUA"
608,B1,LOS OJOS DE AGUA,"ESCUELA PRIMARIA HERMENEGILDO GALEANA, CALLE SIN NOMBRE, SIN NÚMERO, LOS OJOS DE AGUA, 36470, CIUDAD MANUEL DOBLADO, GUANAJUATO., A UN COSTADO DE LA TELESECUNDARIA COMUNITARIA BENITO JUµREZ"
717,B1,CUERAMARO,"DOMICILIO PARTICULAR, CALLE ALDAMA, NÚMERO 299 A, COLONIA SAN FRANCISCO, 36960, CUERµMARO, GUANAJUATO., FRENTE AL TEMPLO DEL BUEN PASTOR"
717,C1,CUERAMARO,"DOMICILIO PARTICULAR, CALLE ALDAMA, NÚMERO 299 A, COLONIA SAN FRANCISCO, 36960, CUERµMARO, GUANAJUATO., FRENTE AL TEMPLO DEL BUEN PASTOR"
718,B1,CUERAMARO,"SALóN DE FIESTAS, CALLE ALDAMA, NÚMERO 101, ZONA CENTRO, 36960, CUERµMARO, GUANAJUATO., ENTRE LAS CALLES HIDALGO Y 16 DE SEPTIEMBRE"
718,C1,CUERAMARO,"SALóN DE FIESTAS, CALLE ALDAMA, NÚMERO 101, ZONA CENTRO, 36960, CUERµMARO, GUANAJUATO., ENTRE LAS CALLES HIDALGO Y 16 DE SEPTIEMBRE"
719,B1,CUERAMARO,"ESCUELA PRIMARIA REVOLUCIóN MEXICANA, CALLE HROES DE CHAPULTEPEC, NÚMERO 207, COLONIA VILLAS DEL ROSARIO, 36960, CUERµMARO, GUANAJUATO., ENTRE CALLE GALEANA Y BULEVAR GUILLERMO PRIETO"
719,C1,CUERAMARO,"ESCUELA PRIMARIA REVOLUCIóN MEXICANA, CALLE HROES DE CHAPULTEPEC, NÚMERO 207, COLONIA VILLAS DEL ROSARIO, 36960, CUERµMARO, GUANAJUATO., ENTRE CALLE GALEANA Y BULEVAR GUILLERMO PRIETO"
720,B1,CUERAMARO,"DESARROLLO INTEGRAL PARA LA FAMILIA, CALLE GONZµLEZ ORTEGA, SIN NÚMERO, COLONIA VILLAS DE LUZ, 36960, CUERµMARO, GUANAJUATO., ENTRE LAS CALLES JUAN ESCUTIA Y NIñOS HROES"
720,C1,CUERAMARO,"DESARROLLO INTEGRAL PARA LA FAMILIA, CALLE GONZµLEZ ORTEGA, SIN NÚMERO, COLONIA VILLAS DE LUZ, 36960, CUERµMARO, GUANAJUATO., ENTRE LAS CALLES JUAN ESCUTIA Y NIñOS HROES"
721,B1,CUERAMARO,"JARDIN DE NIñOS ANTONIO CASO., CALLE 12 DE NOVIEMBRE, NÚMERO 103, COLONIA EL TIGRE, 36960, CUERµMARO, GUANAJUATO., ENTRE SANTOS DEGOLLADO Y 20 DE NOVIEMBRE"
722,B1,CUERAMARO,"SALóN LOS REYES, CALLE µLVARO OBREGóN, NÚMERO 421, ZONA CENTRO, 36960, CUERµMARO, GUANAJUATO., ENTRE CALLE CUAUHTMOC Y CALLE ZARAGOZA."
722,C1,CUERAMARO,"SALóN LOS REYES, CALLE µLVARO OBREGóN, NÚMERO 421, ZONA CENTRO, 36960, CUERµMARO, GUANAJUATO., ENTRE CALLE CUAUHTMOC Y CALLE ZARAGOZA."
723,B1,CUERAMARO,"ESCUELA PRIMARIA MIGUEL HIDALGO, CALLE PóPILA, NÚMERO 100, ZONA CENTRO, 36960, CUERµMARO, GUANAJUATO., ENTRE JOSE MARóA MORELOS Y BENITO JUAREZ, CASI A UN COSTADO DE LA GLORIETA A ZAPATA."
723,C1,CUERAMARO,"ESCUELA PRIMARIA MIGUEL HIDALGO, CALLE PóPILA, NÚMERO 100, ZONA CENTRO, 36960, CUERµMARO, GUANAJUATO., ENTRE JOSE MARóA MORELOS Y BENITO JUAREZ, CASI A UN COSTADO DE LA GLORIETA A ZAPATA."
724,B1,CUERAMARO,"ESCUELA SECUNDARIA FRANCISCO VENEGAS, CALLE GUERRERO, SIN NÚMERO, ZONA CENTRO, 36960, CUERµMARO, GUANAJUATO., CALLE GUERRERO ESQUINA CON PóPILA"
724,C1,CUERAMARO,"ESCUELA SECUNDARIA FRANCISCO VENEGAS, CALLE GUERRERO, SIN NÚMERO, ZONA CENTRO, 36960, CUERµMARO, GUANAJUATO., CALLE GUERRERO ESQUINA CON PóPILA"
724,C2,CUERAMARO,"ESCUELA SECUNDARIA FRANCISCO VENEGAS, CALLE GUERRERO, SIN NÚMERO, ZONA CENTRO, 36960, CUERµMARO, GUANAJUATO., CALLE GUERRERO ESQUINA CON PóPILA"
725,B1,CUERAMARO,"COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLóGICOS DEL ESTADO DE GUANAJUATO, CALLE PóPILA, SIN NÚMERO, COLONIA LOS ARROYITOS, 36960, CUERµMARO, GUANAJUATO., SALIDA A LA COMUNIDAD EL PLATANAL"
725,C1,CUERAMARO,"COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLóGICOS DEL ESTADO DE GUANAJUATO, CALLE PóPILA, SIN NÚMERO, COLONIA LOS ARROYITOS, 36960, CUERµMARO, GUANAJUATO., SALIDA A LA COMUNIDAD EL PLATANAL"
725,C2,CUERAMARO,"COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLóGICOS DEL ESTADO DE GUANAJUATO, CALLE PóPILA, SIN NÚMERO, COLONIA LOS ARROYITOS, 36960, CUERµMARO, GUANAJUATO., SALIDA A LA COMUNIDAD EL PLATANAL"
725,C3,CUERAMARO,"COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLóGICOS DEL ESTADO DE GUANAJUATO, CALLE PóPILA, SIN NÚMERO, COLONIA LOS ARROYITOS, 36960, CUERµMARO, GUANAJUATO., SALIDA A LA COMUNIDAD EL PLATANAL"
